,0,1,2,3,4,5,6,7,8,time
0,96.47961937716265,108.39394463667821,86.43743944636678,102.4990657439446,196.77346020761243,157.30408304498266,118.15664359861591,186.61470588235295,138.77411764705872,0.0
1,96.56003460207607,108.40346020761247,86.01245674740483,102.39681660899653,193.13204152249133,156.532491349481,118.63003460207612,181.036678200692,137.39806228373703,1.0893333333333333
2,97.76979238754326,108.25366782006918,86.68467128027682,101.51532871972319,189.30418685121103,157.57754325259523,116.41743944636686,175.2378892733563,136.75688581314876,2.1786666666666665
3,96.58930795847753,110.21650519031138,89.14899653979239,102.43425605536329,187.25069204152246,157.2328719723183,117.2228373702422,171.24141868512106,137.79598615916956,3.268
4,97.5647058823529,109.41906574394467,89.80124567474049,102.57795847750867,187.2460207612457,156.75314878892735,118.03636678200691,172.0091349480969,136.33730103806226,4.357333333333333
5,97.84259515570936,110.15346020761244,87.82155709342557,101.89214532871969,186.57570934256057,156.05844290657433,117.42387543252589,170.20557093425597,137.41802768166096,5.446666666666666
6,98.17304498269893,107.69674740484426,86.84564013840834,101.57712802768165,186.49273356401392,155.94297577854675,118.36356401384089,169.65249134948087,137.43927335640143,6.536
7,97.55993079584782,106.66927335640142,86.673044982699,101.74667820069202,186.4657093425605,156.3611764705882,117.91989619377159,168.68640138408296,136.60602076124567,7.625333333333333
8,97.89560553633213,105.17252595155713,85.74560553633222,101.93664359861593,185.26179930795843,156.03148788927328,117.35674740484428,167.02031141868508,136.8929757785467,8.714666666666666
9,97.04723183391003,104.85332179930798,85.10498269896196,101.37318339100348,186.25484429065745,156.88837370242214,117.69570934256052,168.10301038062286,138.2460207612457,9.803999999999998
10,97.77186851211074,105.24200692041525,85.09965397923875,100.15840830449827,186.15432525951564,156.4440830449828,117.75307958477514,166.92564013840837,135.76397923875433,10.893333333333333
11,96.72128027681657,105.17065743944639,84.59664359861591,101.12252595155707,184.63456747404845,154.8854325259515,116.65764705882353,167.43657439446372,136.27256055363327,11.982666666666667
12,97.80792387543254,104.7557785467128,84.44737024221448,101.82283737024224,186.33972318339104,155.207508650519,117.19972318339103,166.9459515570934,136.12792387543246,13.072
13,96.73394463667819,104.93069204152248,84.49072664359858,101.88910034602071,186.17764705882357,155.4566435986158,117.72207612456747,167.34190311418695,135.96186851211075,14.161333333333332
14,96.26937716262975,104.81622837370247,84.48799307958477,101.39923875432522,185.76349480968855,155.5293771626298,117.33716262975783,167.120553633218,136.39231833910029,15.250666666666666
15,96.70972318339096,105.62065743944633,84.80733564013843,101.0257439446367,186.69038062283738,155.01287197231827,116.99775086505196,166.49404844290652,137.4940484429066,16.34
16,96.98217993079582,105.06301038062284,83.68906574394465,101.66373702422145,185.764429065744,159.0663321799308,116.8336332179931,165.73519031141873,136.7718685121108,17.429333333333332
17,96.66086505190313,105.69166089965395,84.09463667820071,100.851937716263,186.59145328719725,156.89245674740488,116.0582006920415,164.86207612456752,136.43709342560558,18.518666666666665
18,97.66124567474047,104.65584775086498,85.31498269896188,102.38117647058826,186.23778546712808,156.3469550173011,116.76871972318351,165.62629757785473,135.668062283737,19.607999999999997
19,96.93588235294116,104.43868512110728,85.06546712802768,101.57643598615914,186.23342560553624,155.2067474048443,116.40754325259516,166.47577854671275,135.60847750865048,20.697333333333333
20,97.35321799307954,105.65986159169547,84.95325259515569,101.55114186851215,185.40356401384085,156.1161937716263,116.84328719723183,167.02868512110726,134.51176470588226,21.786666666666665
21,96.4365051903114,105.0343598615917,83.89737024221454,101.80342560553639,184.66079584775093,156.12851211072672,116.44442906574405,166.0280276816609,135.3132179930796,22.875999999999998
22,97.37595155709346,105.57602076124563,84.45193771626295,101.5684429065744,185.59948096885813,157.13536332179933,117.30671280276819,166.35813148788927,136.29619377162632,23.965333333333334
23,96.63297577854672,105.67141868512111,84.72435986159172,101.1920761245675,185.38622837370238,158.00415224913496,118.12761245674749,166.64948096885811,136.04290657439435,25.054666666666666
24,97.99055363321807,106.30408304498273,85.35923875432523,101.56626297577857,186.61221453287203,157.72397923875428,118.52363321799312,166.12761245674739,134.60626297577858,26.144
25,97.69100346020758,105.43027681660901,84.34640138408302,101.33795847750865,186.30910034602078,157.5503460207612,118.26325259515566,165.84574394463678,135.5885121107267,27.23333333333333
26,96.89408304498271,105.09619377162635,85.08889273356401,101.55633217993079,186.56647058823523,157.46750865051902,122.40910034602076,164.49615916955017,134.49152249134949,28.322666666666663
27,96.540276816609,104.79764705882354,84.58633217993075,100.19626297577854,185.7437716262976,157.70231833910037,124.13138408304502,163.7900346020761,134.11044982698965,29.412
28,97.56844290657438,104.67114186851207,85.3017647058824,102.02508650519032,185.71923875432526,158.33134948096878,124.06190311418683,165.20581314878896,135.65775086505198,30.50133333333333
